Batch,20210505 clumped dolomite apatite calibration 5 NTA,Collected on,2021/05/05 21:37:35,Analysis Instrument,PS019,Acquisition Software,Stable 1.71.5,Reanalyzed  on,2021/05/05 22:36:42,Reanalysis Instrument,PS019,Reanalysis Software,Stable 1.71.5


Data,Batch,Data,Sample,Method,Analysis,Batch,Time,Sample,Vial,Initial,Sample,ColdFinger,Transducer,InletPiraniPressure,Sample,MaxPumpOverPressure,RawPumpOverPressure,Sample,Min,Max,Pre-balance,Pre-depleted,Final,Final,Depletion,Balance,Balance,RefBellowsPos,SamBellowsPos,Pirani,Current,Num,CO,Cycle,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Zero,Sam,Ref,Ave,Water,Water,Ave, StdDev, Min, Max, Started, Stopped, Num,Ref Major,Std,Rejected,Num,Sam Major,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Sample,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Ref,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Raw,Std,Rejected,Num,Delta(13),Std,Rejected,Num,Delta(18),Std,Rejected,Num,DELTA,Std,Rejected,Num,DELTA,Std,Rejected,Num,DELTA,Std,Rejected,Num,
Dir  ,Name  ,File  ,Name  , , ,Started  ,Collected  ,Weight  ,Location  ,Sam Beam  ,Yield  ,Status  ,Pressure  , ,Chops  , , ,Operations  ,Ref Beam  ,Ref Beam  ,Sam Beam  ,Ref Beam  ,Sam Beam  ,Ref Beam  ,Factor ,End  ,% , , ,Pressure  ,Mass  ,CO Cycles   ,Delay Time  ,Length  ,Length   ,Offset  ,Beams (0) ,Beams (1) ,Beams (2) ,Beams (3) ,Beams (4) ,Beams (5) ,Depletion  ,Depletion  ,Temperature  ,Trap Temperature Hot ,Trap Temperature Cold ,Temp, , ,,,,,Signal(44),Dev,,,Signal(44),Dev,,,Ratio(45/44),Dev,,,Ratio(46/44),Dev,,,Ratio(47/44),Dev,,,Ratio(48/44),Dev,,,Ratio(49/44),Dev,,,Ratio(45/44),Dev,,,Ratio(46/44),Dev,,,Ratio(47/44),Dev,,,Ratio(48/44),Dev,,,Ratio(49/44),Dev,,,Delta(45/44),Err,,,Delta(46/44),Err,,,Delta(47/44),Err,,,Delta(48/44),Err,,,Delta(49/44),Err,,,wrt PDB,Err,,,wrt PDB,Err,,,47,Err,,,48,Err,,,49,Err,,,

C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13553 ETH-1.txt,ETH-1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/05 21:37:35,2021/05/05 21:37:35,477,1,1.6825e-07,3.527235E-10,CF,25.329,3.476e-02,1,3.6354e-02,14976, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9154e-08,1.0587e-07,7.0256e-08,7.0570e-08,7.0513e-08,7.0309e-08,0.96,2021/05/05 21:36:50,0.29,5544,8446,3.4756e-02,46.011,20,8,20,20,0.000,-3.6442e-13,-1.6567e-13,-1.8455e-13,-1.0348e-13,1.8650e-14,7.3636e-12,21.00,21.00,72.22,-1.95e02,2.43e01,72.22,0.17,71.81,72.32,2021/05/05 19:34:16,2021/05/05 21:37:15,247,4.54160e-08,0.000,0,63,4.51921e-08,1.40667e-09,0,60,1.20321e-02,7.21034e-08,0,60,4.2547e-03,2.0982e-08,0,60,4.9656e-05,1.1448e-09,0,60,4.7362e-06,1.2229e-09,0,60,1.7370e-08,3.6326e-09,0,60,1.1975e-02,7.0764e-08,0,63,4.2071e-03,1.9025e-08,0,63,4.8898e-05,1.2385e-09,0,63,4.6321e-06,1.1632e-09,0,63,1.7912e-08,3.3943e-09,0,63,4.7758,0.0007,0,60,11.3196,0.0015,0,60,15.4928,0.0124,0,60,22.4594,0.0555,0,60,-56.1965,51.7364,0,60,1.8015,0.0007,0,60,5.3545,0.0015,0,60,-0.6135,0.0123,0,60,-0.3011,0.0548,0,60,-81.5294,50.3485,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13564 BONI_150_A4.txt,BONI_150_A4,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/05 21:37:35,2021/05/07 00:29:06,496,12,2.0979e-07,4.229689E-10,CF,30.365,3.106e-02,1,3.2488e-02,14816, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0777e-08,1.0601e-07,8.6767e-08,8.7457e-08,8.7430e-08,8.7139e-08,0.96,2021/05/07 00:28:21,0.33,4942,8446,3.1060e-02,46.011,20,8,20,20,0.000,-3.2151e-13,-1.4799e-13,-1.6325e-13,-8.0622e-14,5.0944e-14,7.9921e-12,22.00,23.00,72.14,-1.95e02,2.41e01,72.14,0.00,72.14,72.14,2021/05/06 22:26:49,2021/05/06 23:06:30,80,5.45328e-08,0.000,0,63,5.43576e-08,1.80354e-09,0,60,1.14374e-02,1.33104e-07,0,60,4.1570e-03,5.2340e-08,0,60,4.6107e-05,2.2924e-09,0,60,4.5468e-06,7.9047e-10,0,60,6.4198e-08,9.4624e-10,0,60,1.1972e-02,1.4566e-07,0,63,4.2058e-03,5.6374e-08,0,63,4.8918e-05,2.2719e-09,0,63,4.6538e-06,7.5306e-10,0,63,6.9686e-08,1.0568e-09,0,63,-44.6912,0.0011,0,60,-11.6095,0.0019,0,60,-57.4574,0.0098,0,60,-22.9778,0.0421,0,60,-77.4924,3.2462,0,60,-50.0494,0.0012,0,60,-17.3564,0.0019,0,60,-0.5406,0.0104,0,60,0.1087,0.0426,0,60,-8.9819,3.4882,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13565 BONI_200_A1.txt,BONI_200_A1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/05 21:37:35,2021/05/07 02:56:04,465,13,1.8641e-07,4.008726E-10,CF,27.435,3.106e-02,1,3.0369e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9871e-08,1.0620e-07,7.7583e-08,7.7803e-08,7.7757e-08,7.7516e-08,0.96,2021/05/07 02:55:19,0.31,5256,8446,3.1060e-02,46.007,20,8,20,20,0.000,-3.2024e-13,-1.4710e-13,-1.6233e-13,-8.1223e-14,5.0604e-14,7.9367e-12,21.00,22.00,72.14,-1.95e02,2.43e01,72.14,0.00,72.14,72.14,2021/05/07 00:53:06,2021/05/07 01:32:15,78,4.93630e-08,0.000,0,63,4.91473e-08,1.57545e-09,0,60,1.15353e-02,8.53765e-08,0,60,4.1532e-03,2.1083e-08,0,60,4.6453e-05,1.0601e-09,0,60,4.5175e-06,8.4793e-10,0,60,2.9808e-08,2.6220e-09,0,60,1.1972e-02,9.2754e-08,0,63,4.2055e-03,2.4360e-08,0,63,4.8894e-05,1.2132e-09,0,63,4.6324e-06,9.0069e-10,0,63,3.4002e-08,2.5201e-09,0,63,-36.4643,0.0009,0,60,-12.4504,0.0018,0,60,-49.9226,0.0100,0,60,-24.8073,0.0608,0,60,-391.0269,237.9277,0,60,-41.2645,0.0009,0,60,-18.2111,0.0017,0,60,-0.5875,0.0109,0,60,-0.0634,0.0620,0,60,-350.6454,253.6810,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13566 ETH-2.txt,ETH-2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/05 21:37:35,2021/05/07 05:22:57,447,14,1.5260e-07,3.41398E-10,CF,23.315,3.106e-02,1,3.2488e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8988e-08,1.0562e-07,6.3840e-08,6.4143e-08,6.4124e-08,6.3926e-08,0.96,2021/05/07 05:22:11,0.31,5920,8446,3.1060e-02,46.007,20,8,20,20,0.000,-3.2190e-13,-1.4820e-13,-1.6327e-13,-8.3689e-14,4.7135e-14,7.6094e-12,21.00,21.00,72.14,-1.95e02,2.43e01,72.14,0.00,72.14,72.14,2021/05/07 03:19:36,2021/05/07 03:59:14,79,4.17974e-08,0.000,0,63,4.15623e-08,1.26162e-09,0,60,1.18869e-02,9.01677e-08,0,60,4.1837e-03,2.4328e-08,0,60,4.8272e-05,1.3578e-09,0,60,4.5925e-06,6.7640e-10,0,60,3.6466e-08,2.5509e-09,0,60,1.1972e-02,8.5441e-08,0,63,4.2055e-03,2.5963e-08,0,63,4.8909e-05,1.4733e-09,0,63,4.6409e-06,6.5822e-10,0,63,3.8500e-08,2.4204e-09,0,63,-7.0912,0.0009,0,60,-5.1879,0.0014,0,60,-13.0239,0.0117,0,60,-10.4268,0.0550,0,60,-116.0425,44.1942,0,60,-10.2566,0.0009,0,60,-11.0473,0.0013,0,60,-0.6562,0.0118,0,60,-0.0788,0.0554,0,60,-100.1683,44.9881,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13567 ETH-4.txt,ETH-4,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/05 21:37:35,2021/05/07 07:49:21,446,15,1.6712e-07,3.747005E-10,CF,25.268,3.106e-02,1,3.0369e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8337e-08,1.0568e-07,6.9566e-08,6.9860e-08,6.9827e-08,6.9601e-08,0.96,2021/05/07 07:48:35,0.32,5505,8446,3.1060e-02,46.009,20,8,20,20,0.000,-3.2248e-13,-1.4864e-13,-1.6363e-13,-8.3619e-14,4.7028e-14,7.6720e-12,21.00,21.00,72.14,-1.95e02,2.41e01,72.14,0.00,72.14,72.14,2021/05/07 05:46:24,2021/05/07 06:26:07,79,4.50380e-08,0.000,0,63,4.48117e-08,1.39080e-09,0,60,1.18857e-02,8.02863e-08,0,60,4.1832e-03,1.7756e-08,0,60,4.8284e-05,2.9772e-09,0,60,4.6060e-06,1.1212e-09,0,60,7.4379e-08,1.4867e-09,0,60,1.1972e-02,7.9738e-08,0,63,4.2056e-03,2.0015e-08,0,63,4.8922e-05,3.0440e-09,0,63,4.6558e-06,1.1114e-09,0,63,7.6284e-08,1.5102e-09,0,63,-7.2068,0.0007,0,60,-5.3324,0.0013,0,60,-13.0419,0.0107,0,60,-10.6822,0.0688,0,60,-23.8320,3.4453,0,60,-10.3746,0.0008,0,60,-11.1908,0.0013,0,60,-0.4116,0.0114,0,60,-0.0464,0.0697,0,60,-5.8941,3.5090,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13569 85_DOL_12WK_200C.txt,85_DOL_12WK_200C,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/07 14:00:12,2021/05/07 14:00:12,415,17,1.4079e-07,3.392512E-10,CF,21.393,3.106e-02,1,3.3983e-02,14880, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.7591e-08,1.0559e-07,5.9070e-08,5.9334e-08,5.9311e-08,5.9180e-08,0.96,2021/05/07 13:59:26,0.22,6076,8448,3.1060e-02,46.009,20,8,20,20,0.000,-3.1001e-13,-1.4307e-13,-1.5723e-13,-8.1148e-14,4.5598e-14,7.0927e-12,20.00,21.00,72.15,-1.95e02,2.43e01,72.15,0.14,71.69,72.19,2021/05/07 11:56:51,2021/05/07 13:59:52,247,3.90915e-08,0.000,0,63,3.88527e-08,1.15339e-09,0,60,1.19133e-02,6.33850e-08,0,60,4.1608e-03,2.2159e-08,0,60,4.8133e-05,2.7467e-09,0,60,4.5516e-06,4.7293e-10,0,60,5.7208e-08,4.6510e-10,0,60,1.1971e-02,6.4763e-08,0,63,4.2048e-03,2.3487e-08,0,63,4.8900e-05,2.9159e-09,0,63,4.6473e-06,4.5023e-10,0,63,5.9130e-08,4.1688e-10,0,63,-4.7906,0.0009,0,60,-10.4723,0.0016,0,60,-15.6908,0.0133,0,60,-20.6187,0.0699,0,60,-34.1996,5.5114,0,60,-7.6242,0.0010,0,60,-16.3111,0.0016,0,60,-0.5042,0.0142,0,60,0.2209,0.0717,0,60,-8.9396,5.6556,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13570 BONI_150_A4.txt,BONI_150_A4,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/07 14:00:12,2021/05/07 16:26:50,489,18,2.0025e-07,4.095001E-10,CF,29.083,3.037e-02,1,3.1060e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6894e-08,1.0615e-07,8.3003e-08,8.2342e-08,8.2288e-08,8.2100e-08,0.96,2021/05/07 16:26:05,0.23,4793,8447,3.0369e-02,46.009,20,8,20,20,0.000,-3.1152e-13,-1.4370e-13,-1.5798e-13,-7.7493e-14,5.4056e-14,7.8419e-12,22.00,22.00,72.19,-1.95e02,2.43e01,72.19,0.00,72.19,72.19,2021/05/07 14:23:23,2021/05/07 15:03:22,80,5.18648e-08,0.000,0,63,5.15909e-08,1.68033e-09,0,60,1.14363e-02,1.14945e-07,0,60,4.1564e-03,3.6335e-08,0,60,4.6079e-05,1.7633e-09,0,60,4.5318e-06,4.5883e-10,0,60,4.6462e-08,1.0935e-09,0,60,1.1972e-02,1.2565e-07,0,63,4.2052e-03,4.0963e-08,0,63,4.8892e-05,1.8348e-09,0,63,4.6385e-06,4.6301e-10,0,63,5.1879e-08,1.1194e-09,0,63,-44.7106,0.0010,0,60,-11.6085,0.0016,0,60,-57.5193,0.0126,0,60,-23.0038,0.0471,0,60,-104.4437,5.9229,0,60,-50.0702,0.0010,0,60,-17.3554,0.0016,0,60,-0.5863,0.0124,0,60,0.0799,0.0489,0,60,-37.9160,6.3627,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13571 ETH-1.txt,ETH-1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/07 14:00:12,2021/05/07 18:53:06,428,19,1.4711e-07,3.437252E-10,CF,22.064,3.037e-02,1,3.1766e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.6083e-08,1.0541e-07,6.1837e-08,6.2124e-08,6.2087e-08,6.1911e-08,0.96,2021/05/07 18:52:21,0.29,5714,8444,3.0369e-02,46.009,20,8,20,20,0.000,-3.1160e-13,-1.4390e-13,-1.5832e-13,-7.9599e-14,4.9084e-14,7.4449e-12,20.00,21.00,72.19,-1.95e02,2.43e01,72.19,0.00,72.19,72.19,2021/05/07 16:49:56,2021/05/07 17:29:58,80,4.06520e-08,0.000,0,63,4.04099e-08,1.21574e-09,0,60,1.20283e-02,8.51196e-08,0,60,4.2531e-03,2.7241e-08,0,60,4.9671e-05,2.2696e-09,0,60,4.7457e-06,2.9372e-10,0,60,4.5991e-08,9.3125e-10,0,60,1.1971e-02,7.8007e-08,0,63,4.2052e-03,2.4106e-08,0,63,4.8913e-05,2.3728e-09,0,63,4.6408e-06,2.9787e-10,0,63,4.6735e-08,8.5360e-10,0,63,4.7873,0.0011,0,60,11.3869,0.0016,0,60,15.5121,0.0104,0,60,22.5883,0.0524,0,60,-17.2704,6.9821,0,60,1.8114,0.0012,0,60,5.4214,0.0016,0,60,-0.6717,0.0103,0,60,-0.3081,0.0510,0,60,-43.7856,6.7932,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13572 ETH-2.txt,ETH-2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/07 14:00:12,2021/05/07 21:19:43,469,20,1.6680e-07,3.556534E-10,CF,25.238,3.037e-02,1,3.1766e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.5350e-08,1.0605e-07,6.9443e-08,6.9642e-08,6.9569e-08,6.9434e-08,0.96,2021/05/07 21:18:57,0.20,5210,8449,3.0369e-02,46.013,20,8,20,20,0.000,-3.1072e-13,-1.4359e-13,-1.5754e-13,-7.8676e-14,5.0908e-14,7.5772e-12,21.00,21.00,71.68,-1.95e02,2.43e01,71.68,0.00,71.68,71.68,2021/05/07 19:16:20,2021/05/07 19:56:16,79,4.48949e-08,0.000,0,63,4.46490e-08,1.38682e-09,0,60,1.18865e-02,7.56826e-08,0,60,4.1834e-03,1.5935e-08,0,60,4.8278e-05,2.8221e-09,0,60,4.6044e-06,8.7922e-10,0,60,7.2423e-08,5.1812e-10,0,60,1.1971e-02,7.3332e-08,0,63,4.2051e-03,1.7441e-08,0,63,4.8913e-05,2.9044e-09,0,63,4.6522e-06,7.9158e-10,0,63,7.5335e-08,6.3728e-10,0,63,-7.0697,0.0008,0,60,-5.1662,0.0013,0,60,-12.9750,0.0109,0,60,-10.2921,0.0737,0,60,-37.6971,4.1325,0,60,-10.2345,0.0008,0,60,-11.0257,0.0013,0,60,-0.6504,0.0110,0,60,0.0136,0.0743,0,60,-20.4799,4.2066,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13573 RODOLO.txt,RODOLO,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/07 14:00:12,2021/05/07 23:46:30,469,21,1.7733e-07,3.781103E-10,CF,26.398,3.106e-02,1,3.1766e-02,14816, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.1616e-08,1.0567e-07,7.3682e-08,7.3928e-08,7.3864e-08,7.3704e-08,0.96,2021/05/07 23:45:44,0.22,5619,8450,3.1060e-02,46.013,20,8,20,20,0.000,-3.1081e-13,-1.4370e-13,-1.5762e-13,-7.6661e-14,5.5647e-14,7.8902e-12,21.00,22.00,72.18,-1.95e02,2.77e01,72.18,0.00,72.18,72.18,2021/05/07 21:43:12,2021/05/07 22:22:51,79,4.72787e-08,0.000,0,63,4.70607e-08,1.48084e-09,0,60,1.19669e-02,8.58805e-08,0,60,4.2790e-03,2.3045e-08,0,60,4.9725e-05,2.9131e-09,0,60,4.8158e-06,1.0706e-09,0,60,7.4196e-08,1.2905e-09,0,60,1.1971e-02,8.2667e-08,0,63,4.2054e-03,1.7191e-08,0,63,4.8916e-05,2.9824e-09,0,63,4.6538e-06,1.0556e-09,0,63,7.4099e-08,1.3133e-09,0,63,-0.3727,0.0008,0,60,17.4885,0.0022,0,60,16.5423,0.0105,0,60,34.7952,0.0461,0,60,2.4615,3.7384,0,60,-3.8904,0.0009,0,60,11.5048,0.0022,0,60,-0.2709,0.0097,0,60,-0.4711,0.0444,0,60,-30.7663,3.6136,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13574 BONI_200_A1.txt,BONI_200_A1,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/07 14:00:12,2021/05/08 02:55:56,470,22,1.9002e-07,4.043006E-10,CF,27.527,3.106e-02,1,3.1060e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,4.0795e-08,1.0601e-07,7.8608e-08,7.8750e-08,7.8681e-08,7.8511e-08,0.96,2021/05/08 02:55:11,0.22,5292,8447,3.1060e-02,46.009,20,8,20,20,0.000,-3.0960e-13,-1.4322e-13,-1.5691e-13,-7.7342e-14,5.3036e-14,7.7140e-12,21.00,22.00,72.18,-1.95e02,2.41e01,72.18,0.00,72.18,72.18,2021/05/08 00:52:51,2021/05/08 02:55:36,246,4.99225e-08,0.000,0,63,4.96539e-08,1.59619e-09,0,60,1.15347e-02,1.00906e-07,0,60,4.1528e-03,2.7080e-08,0,60,4.6464e-05,2.9177e-09,0,60,4.5414e-06,1.1829e-09,0,60,7.8557e-08,1.6796e-09,0,60,1.1971e-02,1.0698e-07,0,63,4.2051e-03,3.0852e-08,0,63,4.8903e-05,2.9136e-09,0,63,4.6556e-06,1.2309e-09,0,63,8.2396e-08,1.7219e-09,0,63,-36.4624,0.0009,0,60,-12.4369,0.0020,0,60,-49.8870,0.0102,0,60,-24.5272,0.0545,0,60,-45.5158,2.7736,0,60,-41.2629,0.0009,0,60,-18.1977,0.0020,0,60,-0.5654,0.0107,0,60,0.1965,0.0568,0,60,17.7141,2.9578,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13575 BONI_300_A2.txt,BONI_300_A2,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/07 14:00:12,2021/05/08 05:22:06,452,23,1.7218e-07,3.809307E-10,CF,25.818,3.106e-02,1,3.1766e-02,14816, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9843e-08,1.0552e-07,7.1537e-08,7.1779e-08,7.1730e-08,7.1572e-08,0.96,2021/05/08 05:21:21,0.22,5554,8448,3.1060e-02,46.011,20,8,20,20,0.000,-3.0503e-13,-1.4130e-13,-1.5484e-13,-7.5594e-14,5.5522e-14,7.7158e-12,21.00,22.00,72.18,-1.95e02,2.43e01,72.18,0.00,72.18,72.18,2021/05/08 03:19:02,2021/05/08 03:59:06,81,4.61106e-08,0.000,0,63,4.58406e-08,1.43445e-09,0,60,1.15184e-02,6.77347e-08,0,60,4.1252e-03,1.3061e-08,0,60,4.6089e-05,1.8959e-09,0,60,4.4698e-06,2.2988e-10,0,60,4.6477e-08,1.3956e-09,0,60,1.1971e-02,7.3419e-08,0,63,4.2048e-03,1.6471e-08,0,63,4.8897e-05,1.9265e-09,0,63,4.6430e-06,2.5886e-10,0,63,5.2012e-08,1.2889e-09,0,63,-37.7808,0.0009,0,60,-18.9275,0.0022,0,60,-57.4062,0.0101,0,60,-37.3091,0.0437,0,60,-113.9277,8.4723,0,60,-42.4393,0.0009,0,60,-24.6541,0.0022,0,60,-0.6110,0.0107,0,60,0.1947,0.0464,0,60,-41.5002,9.1669,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13576 ETH-3.txt,ETH-3,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/07 14:00:12,2021/05/08 07:49:02,441,24,1.1712e-07,2.655711E-10,CF,17.975,3.106e-02,1,3.1766e-02,14752, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.9106e-08,1.0578e-07,4.9811e-08,5.0036e-08,5.0004e-08,4.9912e-08,0.96,2021/05/08 07:48:17,0.18,7050,8448,3.1060e-02,46.011,20,8,20,20,0.000,-3.0455e-13,-1.4119e-13,-1.5461e-13,-7.8192e-14,4.9532e-14,7.1535e-12,20.00,20.00,72.18,-1.95e02,2.43e01,72.18,0.00,72.18,72.18,2021/05/08 05:45:30,2021/05/08 06:25:15,80,3.36079e-08,0.000,0,63,3.33574e-08,9.46584e-10,0,60,1.20239e-02,1.16799e-07,0,60,4.2548e-03,4.9897e-08,0,60,4.9733e-05,2.7181e-09,0,60,4.7807e-06,2.0300e-09,0,60,9.1482e-08,2.9264e-09,0,60,1.1970e-02,1.0677e-07,0,63,4.2047e-03,4.2293e-08,0,63,4.8943e-05,2.8704e-09,0,63,4.6709e-06,1.9552e-09,0,63,9.1379e-08,2.9025e-09,0,63,4.5168,0.0010,0,60,11.8951,0.0020,0,60,16.1436,0.0125,0,60,23.4967,0.0656,0,60,3.8496,4.1137,0,60,1.5060,0.0010,0,60,5.9277,0.0020,0,60,-0.2672,0.0116,0,60,-0.4248,0.0639,0,60,-23.9207,3.9995,0,60,
C:\Nu Stable\Results\2021\20210505 clumped dolomite apatite calibration 5 NTA,20210505 clumped dolomite apatite calibration 5 NTA,Data_13577 ETH-4.txt,ETH-4,C:\Nu Stable\Analyses\DI\CO2 20-6-20 clumped NuCarb.rdf,Clumped CO2 Iterative,2021/05/07 14:00:12,2021/05/08 10:15:16,467,25,1.7818e-07,3.815349E-10,CF,26.459,3.106e-02,1,3.2488e-02,14784, InitialisePrepSampleRun; CheckIfCFRequired; UseCF; SampleTrapped; Chop_CF_SamSub; SampleTrapped; BalanceRefToSamValue; DepletingBalance; SampleReady;,3.8507e-08,1.0577e-07,7.3921e-08,7.4122e-08,7.4053e-08,7.3892e-08,0.96,2021/05/08 10:14:31,0.22,5294,8448,3.1060e-02,46.011,20,8,20,20,0.000,-3.0356e-13,-1.4076e-13,-1.5401e-13,-7.5093e-14,5.6398e-14,7.7257e-12,21.00,22.00,72.18,-1.95e02,2.41e01,72.18,0.00,72.18,72.18,2021/05/08 08:12:02,2021/05/08 08:52:11,80,4.73920e-08,0.000,0,63,4.71491e-08,1.48913e-09,0,60,1.18848e-02,7.91701e-08,0,60,4.1826e-03,1.4732e-08,0,60,4.8263e-05,2.5127e-09,0,60,4.5990e-06,7.1371e-10,0,60,5.5231e-08,5.1590e-10,0,60,1.1971e-02,7.8207e-08,0,63,4.2049e-03,1.4692e-08,0,63,4.8900e-05,2.5406e-09,0,63,4.6483e-06,6.5772e-10,0,63,5.7931e-08,4.7897e-10,0,63,-7.1908,0.0008,0,60,-5.3230,0.0012,0,60,-13.0201,0.0090,0,60,-10.6020,0.0598,0,60,-46.9408,4.5072,0,60,-10.3579,0.0009,0,60,-11.1816,0.0012,0,60,-0.4154,0.0092,0,60,0.0159,0.0601,0,60,-29.4621,4.5901,0,60,
